id,grade,annual_income,short_employee,emp_length_num,home_ownership,Debt-To-Income Ratio,purpose,term,last_delinq_none,last_major_derog_none,revol_util,total_rec_late_fee,od_ratio,bad_loan,annual_income_log
7100280,C,114000,0,10,MORTGAGE,17.46,debt_consolidation,36 months,1,missing,90.8,0.0,0.564775363,0,11.643962499267984
7628095,E,65000,0,11,MORTGAGE,12.46,debt_consolidation,60 months,1,missing,47.6,0.0,0.460680022,1,11.082157933374816
7627889,C,85000,0,11,MORTGAGE,34.45,credit_card,36 months,0,missing,54.9,0.0,0.265564193,0,11.350418300109132
7627956,D,75000,0,6,RENT,21.25,debt_consolidation,36 months,0,missing,86.6,0.0,0.921131726,0,11.225256725762893
7637972,B,55000,1,1,RENT,14.29,debt_consolidation,36 months,0,missing,29.3,0.0,0.882740614,0,10.915106645867503
7627859,D,35000,1,1,RENT,10.35,other,36 months,0,missing,3.9,0.0,0.586446267,1,10.463131911491967
7637976,D,45000,0,5,OWN,15.71,debt_consolidation,36 months,1,missing,82.6,0.0,0.262379402,0,10.714439990727769
7637439,F,96000,0,10,RENT,11.04,other,60 months,0,missing,87.7,0.0,0.169583559,0,11.472113887062386
7627765,C,65000,1,1,MORTGAGE,6.65,debt_consolidation,36 months,1,missing,92.8,0.0,0.705755302,0,11.082157933374816
7637913,C,70000,0,4,RENT,21.07,credit_card,36 months,0,missing,67.0,0.0,0.090680433,0,11.156264806643742
7628089,C,70000,0,3,MORTGAGE,19.16,major_purchase,60 months,0,missing,74.7,0.0,0.742138492,0,11.156264806643742
7637925,E,85000,0,4,RENT,24.61,debt_consolidation,60 months,1,missing,52.6,0.0,0.321338693,1,11.350418300109132
7637833,G,44491,0,7,RENT,20.31,other,60 months,0,missing,55.8,0.0,0.518123861,0,10.70306467671192
7647855,F,95000,0,5,MORTGAGE,21.98,debt_consolidation,60 months,0,missing,29.8,0.0,0.538230663,0,11.461642696843066
7646704,B,45000,0,3,MORTGAGE,6.61,debt_consolidation,36 months,0,missing,23.9,0.0,0.42678992,1,10.714439990727769
7647980,C,102000,0,2,MORTGAGE,17.93,debt_consolidation,60 months,0,missing,51.6,0.0,0.998928861,0,11.532737896139919
7637872,B,85000,0,10,MORTGAGE,13.92,credit_card,36 months,0,missing,67.9,0.0,0.227730625,0,11.350418300109132
7627827,C,50000,0,11,MORTGAGE,11.71,debt_consolidation,36 months,0,missing,85.4,0.0,0.938610379,0,10.819798284210286
7657926,B,35676,1,0,OWN,13.15,debt_consolidation,36 months,0,1.0,55.3,0.0,0.94945033,0,10.482261502441474
7656307,F,39000,0,3,MORTGAGE,18.49,credit_card,60 months,1,missing,70.7,0.0,0.927232776,1,10.571342565808699
7658008,E,84000,0,4,MORTGAGE,16.27,small_business,60 months,1,missing,88.3,0.0,0.795646937,1,11.338583982516495
7648171,B,60000,0,2,RENT,12.24,debt_consolidation,36 months,0,missing,57.6,0.0,0.123234999,0,11.002116507732017
7657929,E,60000,0,3,RENT,20.72,debt_consolidation,60 months,1,missing,67.8,0.0,0.884433819,0,11.002116507732017
7667945,C,53000,0,10,MORTGAGE,25.47,debt_consolidation,36 months,0,missing,62.4,0.0,0.982777248,0,10.87806606028079
7658193,D,46000,0,11,MORTGAGE,7.51,debt_consolidation,36 months,0,missing,77.3,0.0,0.603625001,0,10.736418414365376
7628306,B,100000,1,1,RENT,24.6,debt_consolidation,36 months,1,missing,78.1,0.0,0.683755811,0,11.51293546492023
7638063,F,67200,0,4,RENT,29.32,debt_consolidation,60 months,1,missing,81.0,0.0,0.477374814,1,11.1154434073529
7618266,C,47000,0,11,RENT,13.12,debt_consolidation,36 months,0,missing,56.1,0.0,0.323853794,0,10.757924157061597
7628238,B,45000,0,6,MORTGAGE,13.18,debt_consolidation,36 months,1,missing,26.2,0.0,0.212735691,0,10.714439990727769
7414915,E,73000,0,11,MORTGAGE,19.84,credit_card,60 months,1,missing,71.5,0.0,0.328853797,0,11.19822841866684
7628109,D,97936,0,6,MORTGAGE,18.6,debt_consolidation,60 months,0,missing,8.8,0.0,0.838750346,1,11.492079693788599
7628269,A,109000,0,11,MORTGAGE,11.96,debt_consolidation,36 months,0,missing,41.4,0.0,0.854277565,0,11.599112335481124
7617155,B,85002,1,1,MORTGAGE,26.58,debt_consolidation,36 months,1,missing,75.0,0.0,0.60736763,1,11.350441828967277
7618426,C,64000,0,10,RENT,7.86,debt_consolidation,36 months,0,missing,58.5,0.0,0.904712214,0,11.06665398721974
7628334,B,37000,1,0,RENT,17.12,debt_consolidation,36 months,0,missing,57.2,0.0,0.526183385,0,10.518700218288165
7628286,C,57000,0,5,MORTGAGE,17.35,debt_consolidation,36 months,0,missing,73.6,0.0,0.184017293,0,10.950824090522445
7618420,C,70000,0,2,MORTGAGE,27.16,debt_consolidation,36 months,1,missing,53.0,0.0,0.697811113,0,11.156264806643742
7618390,A,48000,0,2,RENT,29.13,credit_card,36 months,0,missing,50.3,0.0,0.295085579,0,10.778977123006351
7628294,B,140000,1,1,MORTGAGE,8.16,major_purchase,36 months,1,missing,41.9,0.0,0.317640016,0,11.849404844423074
7386607,C,95000,0,6,MORTGAGE,8.26,debt_consolidation,60 months,1,missing,73.7,0.0,0.486778085,0,11.461642696843066
6784787,C,35000,0,11,MORTGAGE,18.7,debt_consolidation,60 months,1,missing,36.7,0.0,0.762523712,0,10.463131911491967
7638183,B,53400,0,2,RENT,23.16,debt_consolidation,36 months,1,missing,29.6,0.0,0.360518652,1,10.885584751364705
7638105,B,90000,0,11,OWN,7.44,debt_consolidation,36 months,1,missing,40.9,0.0,0.169415966,0,11.407576060361786
7668364,B,23209,1,0,RENT,16.55,credit_card,36 months,1,missing,68.8,0.0,0.47296579,0,10.052338499268483
7668384,D,45000,0,11,OWN,22.15,debt_consolidation,36 months,0,missing,14.8,0.0,0.247907322,0,10.714439990727769
7658232,B,65000,1,1,MORTGAGE,19.9,debt_consolidation,36 months,1,missing,34.3,0.0,0.454525366,0,11.082157933374816
7666574,A,50000,0,9,MORTGAGE,8.58,home_improvement,60 months,1,missing,1.4,0.0,0.118092408,0,10.819798284210286
7648427,C,115300,0,11,MORTGAGE,24.2,debt_consolidation,36 months,1,missing,58.5,0.0,0.829795499,0,11.655301379246426
7668448,C,44000,0,11,MORTGAGE,24.25,credit_card,60 months,1,missing,39.0,0.0,0.812975112,0,10.691967639914864
7657060,F,70000,0,2,OWN,16.87,debt_consolidation,60 months,1,missing,64.9,0.0,0.813934843,0,11.156264806643742
7638208,D,32526,0,3,RENT,11.1,debt_consolidation,36 months,1,missing,48.4,0.0,0.226406173,0,10.389825792650848
7668427,A,82000,0,11,OWN,17.04,credit_card,36 months,1,missing,19.7,0.0,0.243977998,0,11.314486721293981
7638288,B,55000,1,0,MORTGAGE,29.96,credit_card,36 months,1,missing,75.3,0.0,0.246306101,0,10.915106645867503
7658321,C,80000,0,6,MORTGAGE,25.34,debt_consolidation,60 months,1,missing,94.8,0.0,0.521805026,1,11.289794413577894
7638393,D,50000,0,3,MORTGAGE,31.27,debt_consolidation,60 months,0,missing,59.6,0.0,0.590578957,1,10.819798284210286
7658254,C,138340,0,11,MORTGAGE,19.13,debt_consolidation,36 months,0,missing,87.9,0.0,0.206069686,0,11.837476930695749
7668323,C,58000,0,8,MORTGAGE,31.03,debt_consolidation,36 months,1,missing,74.7,0.0,0.936680718,0,10.968215530759236
7647784,C,48500,0,9,MORTGAGE,32.44,debt_consolidation,60 months,1,missing,31.1,0.0,0.896099665,0,10.789339695269716
7638360,B,75600,1,0,MORTGAGE,22.29,debt_consolidation,36 months,1,missing,34.5,0.0,0.404519113,0,11.233224789593368
7668301,C,60000,1,1,RENT,6.42,debt_consolidation,60 months,0,0.0,67.1,0.0,0.691070206,0,11.002116507732017
7647316,D,117000,0,11,MORTGAGE,15.39,debt_consolidation,60 months,0,missing,74.2,0.0,0.191452497,0,11.669937760751914
7648377,C,128000,1,1,MORTGAGE,6.54,home_improvement,60 months,1,missing,30.4,0.0,0.009501518,0,11.759793355371237
7057840,E,56500,0,11,MORTGAGE,20.03,debt_consolidation,60 months,0,missing,79.7,0.0,0.644713234,1,10.942013616092948
7356205,D,51000,0,5,OWN,24.78,home_improvement,36 months,1,missing,88.5,0.0,0.223000097,0,10.839600519357369
6845035,C,16488,1,0,RENT,32.31,credit_card,36 months,0,missing,49.7,0.0,0.769174786,1,9.710448770900967
3924951,B,60000,0,7,RENT,9.68,credit_card,36 months,0,missing,40.7,0.0,0.113846308,0,11.002116507732017
6518726,A,120360,0,7,MORTGAGE,10.12,debt_consolidation,36 months,1,missing,37.8,0.0,0.978425176,0,11.698250839117575
7439804,B,79552,0,4,MORTGAGE,33.43,credit_card,36 months,1,missing,35.4,0.0,0.608702787,0,11.284178745185583
7618610,D,49000,0,3,MORTGAGE,16.73,debt_consolidation,36 months,0,missing,48.3,0.0,0.82584676,1,10.799595985047786
7382235,C,125000,0,10,RENT,22.08,debt_consolidation,36 months,0,missing,63.5,0.0,0.146880751,0,11.736077016252437
7386882,D,51600,1,1,OWN,21.09,debt_consolidation,36 months,1,missing,43.9,0.0,0.445218571,0,10.851296331126829
7628367,A,50000,0,11,OWN,26.78,debt_consolidation,36 months,1,missing,49.1,0.0,0.384596907,0,10.819798284210286
7637747,E,40000,0,8,MORTGAGE,27.1,debt_consolidation,60 months,0,missing,69.1,0.0,0.509626424,0,10.596659732783579
7628536,B,31000,0,7,MORTGAGE,24.0,debt_consolidation,36 months,1,missing,54.2,0.0,0.146103326,1,10.34177474101152
7628507,E,86212,0,11,MORTGAGE,33.22,debt_consolidation,60 months,1,missing,68.7,0.0,0.00722354,1,11.364576257345753
7618638,B,92000,0,11,MORTGAGE,19.47,debt_consolidation,36 months,0,missing,63.1,0.0,0.103537501,1,11.429554725537322
7637926,B,70000,0,6,OWN,9.22,debt_consolidation,36 months,0,missing,45.1,0.0,0.857065198,0,11.156264806643742
7374868,E,85000,0,5,RENT,16.83,other,36 months,0,missing,54.8,0.0,0.496954623,1,11.350418300109132
7618814,B,90000,0,7,RENT,14.54,credit_card,36 months,1,missing,23.2,0.0,0.797703222,0,11.407576060361786
7618725,C,90000,0,11,MORTGAGE,11.4,debt_consolidation,36 months,0,missing,73.7,0.0,0.373508701,0,11.407576060361786
7618674,B,54000,1,1,MORTGAGE,2.22,debt_consolidation,60 months,0,missing,5.2,0.0,0.509075824,0,10.896757843893464
7628757,D,80230,0,11,MORTGAGE,14.78,debt_consolidation,60 months,1,missing,55.9,0.0,0.12427817,0,11.29266525283555
7658537,E,58200,0,5,MORTGAGE,24.12,debt_consolidation,60 months,0,missing,89.8,0.0,0.277694917,1,10.971657815702502
7648442,B,32000,0,7,RENT,28.28,debt_consolidation,36 months,1,missing,43.9,0.0,0.775041621,0,10.373522431293592
7648719,C,75000,0,11,OWN,15.52,debt_consolidation,60 months,1,missing,53.7,0.0,0.592605943,0,11.225256725762893
7667222,B,124000,0,11,OWN,17.88,credit_card,60 months,0,1.0,59.4,0.0,0.197662663,0,11.728044909070785
7648534,B,100000,0,11,MORTGAGE,17.87,home_improvement,36 months,1,1.0,45.5,0.0,0.319310946,0,11.51293546492023
7638535,B,75000,0,6,MORTGAGE,4.7,major_purchase,36 months,0,missing,31.3,0.0,0.649682217,0,11.225256725762893
7638714,D,53000,0,11,RENT,22.21,debt_consolidation,36 months,1,missing,61.6,0.0,0.757155365,1,10.87806606028079
7646036,D,55000,0,3,MORTGAGE,29.48,debt_consolidation,36 months,0,missing,71.1,0.0,0.319147824,0,10.915106645867503
7648595,E,68500,0,8,RENT,14.15,other,60 months,1,missing,47.2,0.0,0.621898191,0,11.134603622683905
7668441,A,60800,0,4,RENT,8.34,debt_consolidation,36 months,1,1.0,25.2,0.0,0.203980354,0,11.015361515187424
7658562,B,64000,0,11,RENT,14.53,credit_card,36 months,0,missing,38.6,0.0,0.385879509,0,11.06665398721974
7658906,A,74000,0,2,RENT,12.32,debt_consolidation,36 months,0,missing,23.4,0.0,0.491982962,0,11.211833885608513
7668432,B,86582,0,10,MORTGAGE,5.82,credit_card,36 months,1,missing,69.2,0.0,0.712431988,0,11.368858770430323
7638495,B,67000,1,1,RENT,11.66,credit_card,36 months,0,missing,61.8,0.0,0.416252312,0,11.112462823634855
7658722,C,33272,0,11,MORTGAGE,26.29,credit_card,60 months,0,missing,39.0,0.0,0.804534039,0,10.41250153627285
7638685,D,127000,0,11,OWN,3.47,medical,36 months,0,missing,64.8,0.0,0.451028033,0,11.751950239425476
7648527,C,74000,0,9,MORTGAGE,7.9,credit_card,36 months,0,missing,60.7,0.0,0.368086019,1,11.211833885608513
7658699,D,70000,0,11,MORTGAGE,13.97,credit_card,36 months,0,missing,54.7,0.0,0.107290414,0,11.156264806643742
7658590,E,68000,0,11,RENT,21.82,debt_consolidation,36 months,1,missing,59.7,0.0,0.797956665,0,11.127277689932466
7668457,F,57050,0,9,RENT,16.87,debt_consolidation,60 months,1,missing,96.5,0.0,0.951930878,1,10.951700883620386
7668536,D,99000,0,4,MORTGAGE,18.95,debt_consolidation,36 months,1,missing,52.1,0.0,0.814206893,0,11.502885230075814
7668662,A,165000,0,10,MORTGAGE,12.69,home_improvement,36 months,1,missing,61.7,0.0,0.054955495,0,12.013706813470414
7668575,E,94000,0,6,OWN,11.73,credit_card,36 months,0,0.0,85.4,0.0,0.390611598,0,11.451060699493427
7668532,F,45000,0,2,RENT,30.85,credit_card,60 months,1,1.0,68.5,0.0,0.36726663,1,10.714439990727769
7668665,C,41000,0,10,MORTGAGE,25.38,debt_consolidation,60 months,1,missing,82.8,0.0,0.578717144,0,10.62135173563291
7276521,C,42000,0,6,MORTGAGE,8.96,other,36 months,1,missing,53.9,0.0,0.25663809,0,10.645448706505872
7617122,B,62292,0,11,RENT,26.26,house,36 months,1,missing,6.5,0.0,0.934018498,0,11.039604338912175
4767209,B,73000,0,11,MORTGAGE,28.25,debt_consolidation,36 months,1,missing,48.4,0.0,0.92113608,0,11.19822841866684
7504991,B,41000,0,11,MORTGAGE,18.2,debt_consolidation,36 months,1,missing,45.8,0.0,0.43846502,0,10.62135173563291
7618958,B,96000,0,3,MORTGAGE,4.25,home_improvement,36 months,0,missing,69.8,0.0,0.316090341,0,11.472113887062386
7435829,D,41200,0,8,RENT,12.87,debt_consolidation,36 months,0,missing,83.2,0.0,0.261459946,0,10.626217806887722
7439448,A,86180,0,11,MORTGAGE,25.19,credit_card,60 months,1,missing,35.8,0.0,0.723625414,0,11.364205014722836
5629448,A,74000,0,11,RENT,29.3,debt_consolidation,36 months,0,missing,13.6,0.0,0.017294827,0,11.211833885608513
7450353,B,90000,0,11,MORTGAGE,14.55,debt_consolidation,36 months,0,missing,49.1,0.0,0.732196898,0,11.407576060361786
7092516,D,128000,0,11,MORTGAGE,21.13,debt_consolidation,60 months,0,missing,73.5,0.0,0.069528127,1,11.759793355371237
3369305,C,108000,0,11,MORTGAGE,17.94,debt_consolidation,36 months,0,missing,66.0,0.0,0.188261013,0,11.58989576532275
7088743,C,47000,0,6,MORTGAGE,28.67,debt_consolidation,36 months,1,missing,80.8,0.0,0.860681391,0,10.757924157061597
7324966,A,80000,0,6,OWN,11.36,credit_card,36 months,1,missing,47.4,0.0,0.288248134,0,11.289794413577894
7619002,B,87554,0,9,RENT,18.38,debt_consolidation,36 months,1,missing,29.6,0.0,0.38388818,0,11.380022446306
7335876,G,82400,0,11,MORTGAGE,31.0,debt_consolidation,60 months,1,missing,79.1,0.0,0.582624974,1,11.319352851746254
7174575,C,35000,0,11,RENT,7.92,credit_card,36 months,1,missing,56.1,0.0,0.514559349,1,10.463131911491967
7618908,C,130000,0,9,RENT,8.56,debt_consolidation,36 months,1,missing,55.6,0.0,0.335363608,0,11.775297421715827
7274670,C,57000,0,11,MORTGAGE,28.44,home_improvement,36 months,1,missing,97.7,0.0,0.343615365,0,10.950824090522445
7053960,B,54000,0,11,MORTGAGE,13.31,debt_consolidation,36 months,0,missing,55.5,0.0,0.542501426,0,10.896757843893464
7648958,F,67000,1,1,RENT,12.82,debt_consolidation,60 months,0,missing,64.6,0.0,0.859853897,0,11.112462823634855
7645309,A,275000,0,9,RENT,3.25,major_purchase,36 months,1,missing,0.9,0.0,0.007733247,0,12.524530013005734
7638891,B,65000,0,11,RENT,7.18,debt_consolidation,36 months,1,missing,47.9,0.0,0.625929697,0,11.082157933374816
7649082,A,300000,0,11,OWN,0.38,home_improvement,36 months,1,missing,0.0,0.0,0.098131224,0,12.611541086966115
7639020,C,43000,0,11,MORTGAGE,29.53,debt_consolidation,60 months,1,missing,54.0,0.0,0.708103307,0,10.668978650219241
7639080,D,28000,0,10,RENT,19.67,credit_card,36 months,1,missing,45.9,0.0,0.143220512,1,10.239995502805316
7648950,B,105000,0,7,MORTGAGE,8.98,credit_card,36 months,0,missing,71.0,0.0,0.421295069,0,11.561725152903833
7648944,B,80000,0,11,MORTGAGE,18.38,home_improvement,36 months,1,missing,66.0,0.0,0.629717308,1,11.289794413577894
7628920,C,58000,0,8,MORTGAGE,15.56,debt_consolidation,36 months,1,missing,96.5,0.0,0.893713719,0,10.968215530759236
7628687,B,50000,0,8,MORTGAGE,17.26,debt_consolidation,36 months,1,missing,30.8,0.0,0.776411974,0,10.819798284210286
7657785,C,110000,0,11,MORTGAGE,24.82,debt_consolidation,36 months,1,missing,20.6,0.0,0.871724317,0,11.608244735642321
7638971,E,65000,0,7,MORTGAGE,22.76,debt_consolidation,60 months,0,missing,91.8,0.0,0.140133632,0,11.082157933374816
7649113,B,387706,0,11,MORTGAGE,11.19,debt_consolidation,36 months,0,missing,70.9,0.0,0.700614858,0,12.868005178693345
7628927,C,115000,0,8,MORTGAGE,23.81,credit_card,36 months,1,missing,78.3,0.0,0.612302181,1,11.652696102959753
7628816,C,45000,0,8,MORTGAGE,22.77,debt_consolidation,60 months,0,missing,73.9,0.0,0.214165564,1,10.714439990727769
7638825,A,26000,0,5,MORTGAGE,22.38,debt_consolidation,36 months,1,missing,37.2,15.0,0.932946024,0,10.165890277802454
7669082,C,50000,1,0,MORTGAGE,10.13,debt_consolidation,60 months,0,missing,71.7,0.0,0.794318344,0,10.819798284210286
7669002,E,79529,0,11,MORTGAGE,11.36,debt_consolidation,60 months,1,missing,79.5,0.0,0.393197102,0,11.283889587951181
7668869,A,58000,0,8,MORTGAGE,18.77,debt_consolidation,36 months,1,missing,48.0,0.0,0.479969821,0,10.968215530759236
7668906,E,89000,0,11,MORTGAGE,23.57,debt_consolidation,60 months,0,missing,74.4,0.0,0.681765569,1,11.39640288460621
7668892,C,75000,0,7,RENT,11.04,debt_consolidation,36 months,0,missing,64.6,0.0,0.194261936,0,11.225256725762893
7668995,B,65000,0,11,OWN,26.32,credit_card,36 months,0,missing,28.8,0.0,0.720937807,0,11.082157933374816
7668840,D,35000,0,4,RENT,15.53,debt_consolidation,36 months,0,missing,72.2,15.0,0.420615106,1,10.463131911491967
7629172,C,55000,0,4,RENT,4.8,other,36 months,1,missing,27.2,0.0,0.807547803,0,10.915106645867503
7619202,C,73500,0,9,MORTGAGE,16.49,debt_consolidation,36 months,1,missing,68.9,0.0,0.713660743,0,11.205054290550551
7619504,B,125000,1,0,MORTGAGE,15.07,debt_consolidation,36 months,0,missing,66.1,0.0,0.523387423,0,11.736077016252437
7619534,E,40000,0,3,RENT,23.43,debt_consolidation,60 months,1,missing,71.8,0.0,0.704372106,1,10.596659732783579
7619554,D,51000,0,8,RENT,5.39,credit_card,36 months,1,missing,81.4,0.0,0.812251958,0,10.839600519357369
7619420,E,39000,0,11,RENT,6.43,debt_consolidation,36 months,0,missing,56.2,0.0,0.830102344,0,10.571342565808699
7617225,B,45000,0,11,MORTGAGE,14.69,credit_card,36 months,1,missing,60.4,0.0,0.381689774,0,10.714439990727769
7337067,A,127000,0,6,MORTGAGE,10.25,home_improvement,36 months,0,missing,48.0,0.0,0.595622965,0,11.751950239425476
7639356,A,60000,0,11,OWN,23.01,debt_consolidation,36 months,0,missing,36.0,0.0,0.164703862,0,11.002116507732017
7629266,B,50000,0,3,RENT,12.29,credit_card,36 months,0,missing,50.6,0.0,0.584056363,0,10.819798284210286
7649359,B,38000,0,11,MORTGAGE,28.42,credit_card,36 months,0,missing,26.4,0.0,0.3520666,0,10.545367754151743
7649301,B,42000,0,4,MORTGAGE,14.29,debt_consolidation,36 months,0,missing,29.1,0.0,0.496367595,0,10.645448706505872
7648217,C,52000,0,11,MORTGAGE,14.75,debt_consolidation,60 months,0,missing,74.2,0.0,0.670387775,0,10.859018228147887
7629369,C,57200,0,11,MORTGAGE,8.08,debt_consolidation,36 months,1,missing,59.0,0.0,0.520842464,0,10.954326659732555
7639306,B,49000,0,11,MORTGAGE,9.97,debt_consolidation,36 months,1,missing,29.8,21.38,0.862080461,1,10.799595985047786
7647994,B,67000,0,8,MORTGAGE,16.02,debt_consolidation,36 months,0,missing,59.5,0.0,0.157814879,0,11.112462823634855
7639122,C,85000,0,8,MORTGAGE,26.98,debt_consolidation,36 months,0,missing,63.9,0.0,0.292477953,1,11.350418300109132
7629289,C,40000,0,6,OWN,1.56,other,36 months,1,missing,15.5,0.0,0.679944507,0,10.596659732783579
7639126,B,70000,0,11,MORTGAGE,19.18,credit_card,60 months,1,missing,68.7,0.0,0.065316026,0,11.156264806643742
7635382,B,45000,0,5,MORTGAGE,13.89,debt_consolidation,36 months,0,missing,52.2,0.0,0.814658455,0,10.714439990727769
7669383,E,80000,0,6,RENT,25.71,credit_card,60 months,1,missing,64.6,0.0,0.480936819,0,11.289794413577894
7669334,B,43000,0,11,MORTGAGE,26.96,debt_consolidation,36 months,1,missing,64.3,0.0,0.088155135,1,10.668978650219241
7659320,A,63000,0,3,MORTGAGE,20.63,debt_consolidation,36 months,0,missing,62.5,0.0,0.394005251,0,11.050905878263567
7649417,C,40000,0,2,RENT,19.38,credit_card,36 months,0,missing,69.0,0.0,0.981276692,0,10.596659732783579
7669409,B,75550,0,11,RENT,19.65,debt_consolidation,36 months,0,missing,61.6,0.0,0.018374343,0,11.232563203880659
7669092,B,99000,0,11,MORTGAGE,11.76,debt_consolidation,36 months,0,missing,82.2,0.0,0.794308103,0,11.502885230075814
7658134,F,68000,0,11,RENT,17.51,other,60 months,0,missing,42.5,0.0,0.112761388,0,11.127277689932466
7659545,C,75000,0,5,MORTGAGE,23.2,debt_consolidation,36 months,1,missing,62.2,0.0,0.663608063,0,11.225256725762893
7669288,C,74000,0,11,MORTGAGE,23.87,debt_consolidation,60 months,0,missing,82.3,0.0,0.98953136,1,11.211833885608513
7669425,C,75000,0,2,MORTGAGE,9.03,other,36 months,0,0.0,15.2,0.0,0.205938837,0,11.225256725762893
7659308,D,65000,0,10,MORTGAGE,10.43,debt_consolidation,36 months,1,missing,90.0,0.0,0.568217697,0,11.082157933374816
7659356,A,52000,0,11,MORTGAGE,15.42,debt_consolidation,36 months,1,missing,3.1,0.0,0.534606535,0,10.859018228147887
7659266,C,110000,0,11,MORTGAGE,12.74,home_improvement,60 months,1,missing,78.2,0.0,0.701263363,1,11.608244735642321
7649530,B,42000,0,11,RENT,27.63,credit_card,36 months,1,missing,31.2,0.0,0.47119328,0,10.645448706505872
7649509,D,77000,0,11,MORTGAGE,22.38,debt_consolidation,60 months,1,missing,67.6,0.0,0.914570848,0,11.251573687764477
7669206,A,110000,0,6,MORTGAGE,11.28,debt_consolidation,36 months,0,missing,48.6,0.0,0.471817913,0,11.608244735642321
7659360,C,93000,0,4,RENT,1.78,debt_consolidation,36 months,0,missing,34.3,0.0,0.204383841,0,11.440365524765756
7045214,E,40050,0,11,OWN,18.29,debt_consolidation,60 months,0,missing,85.4,0.0,0.828454497,1,10.597908920973804
7053473,F,58400,0,3,RENT,20.67,credit_card,60 months,1,missing,54.7,0.0,0.96906505,0,10.975088291957388
7619627,C,55000,1,1,RENT,26.38,debt_consolidation,36 months,1,missing,8.2,0.0,0.61369372,0,10.915106645867503
7639133,E,87000,0,11,RENT,18.91,debt_consolidation,60 months,0,missing,71.4,0.0,0.815934836,0,11.373674891823535
7619564,A,72000,0,11,MORTGAGE,10.95,debt_consolidation,36 months,1,missing,76.9,0.0,0.109383295,0,11.184435286790631
7619591,B,50000,0,8,MORTGAGE,15.98,debt_consolidation,36 months,1,missing,31.7,0.0,0.689658613,0,10.819798284210286
7639639,B,204000,0,11,MORTGAGE,4.64,debt_consolidation,36 months,0,missing,10.0,0.0,0.563440667,1,12.225880174775122
7629470,D,62000,0,11,RENT,23.75,debt_consolidation,36 months,0,missing,12.4,0.0,0.482079054,0,11.034905792929415
7619788,C,25000,1,1,RENT,17.14,debt_consolidation,36 months,0,missing,73.8,0.0,0.849119887,1,10.12667110305036
7639466,C,35480,1,1,RENT,10.89,debt_consolidation,36 months,1,missing,35.7,0.0,0.711830863,0,10.476752620919227
7284990,C,71000,0,3,MORTGAGE,12.86,debt_consolidation,36 months,1,missing,62.8,0.0,0.776730121,0,11.170449240431308
7629512,C,40000,0,11,MORTGAGE,23.91,debt_consolidation,36 months,0,missing,77.1,0.0,0.864406267,0,10.596659732783579
7639511,A,32000,1,1,RENT,15.11,debt_consolidation,36 months,1,missing,6.4,0.0,0.179093359,0,10.373522431293592
7629463,D,42000,0,6,RENT,21.71,credit_card,36 months,1,missing,92.1,0.0,0.104574394,0,10.645448706505872
7380010,B,83500,0,9,MORTGAGE,24.98,debt_consolidation,36 months,0,missing,32.4,0.0,0.155706739,0,11.332613886815139
7370024,D,82000,0,9,RENT,14.21,debt_consolidation,36 months,0,missing,51.9,0.0,0.262948783,0,11.314486721293981
7629586,A,97500,0,11,MORTGAGE,5.09,home_improvement,36 months,1,missing,8.9,0.0,0.842760505,0,11.487617913343598
7668304,D,30000,0,11,OWN,26.72,other,36 months,1,missing,90.1,0.0,0.106121272,1,10.308985993422082
7639690,D,175000,0,11,MORTGAGE,8.98,debt_consolidation,60 months,0,missing,93.0,0.0,0.630762561,0,12.07254696717504
7657423,C,60000,0,11,RENT,21.94,debt_consolidation,36 months,0,missing,43.2,0.0,0.73095863,0,11.002116507732017
7648376,D,50000,0,11,MORTGAGE,23.5,other,36 months,0,missing,66.7,0.0,0.579561762,0,10.819798284210286
7659681,C,60000,0,8,MORTGAGE,5.58,debt_consolidation,36 months,1,missing,63.1,0.0,0.663875516,0,11.002116507732017
7669488,B,99000,0,7,RENT,14.62,debt_consolidation,36 months,0,missing,35.3,0.0,0.891718828,0,11.502885230075814
7669548,D,72000,0,4,RENT,13.5,other,36 months,0,missing,99.1,0.0,0.811234445,0,11.184435286790631
7659631,B,23900,1,0,RENT,28.82,credit_card,36 months,1,missing,64.7,0.0,0.902026677,0,10.081675578048475
7669744,B,51000,0,11,RENT,18.12,debt_consolidation,36 months,0,missing,65.2,0.0,0.56603668,0,10.839600519357369
7648426,C,54000,0,11,RENT,20.8,debt_consolidation,60 months,1,missing,76.6,0.0,0.3647329,0,10.896757843893464
7647788,B,60000,0,11,RENT,19.84,debt_consolidation,36 months,0,missing,39.4,0.0,0.853528359,0,11.002116507732017
7649752,D,84550,0,8,MORTGAGE,30.77,debt_consolidation,36 months,0,missing,88.8,0.0,0.126306795,1,11.345110181577896
7659818,B,53000,0,11,RENT,25.22,debt_consolidation,36 months,1,missing,25.8,0.0,0.574841837,0,10.87806606028079
7649806,D,50000,0,11,RENT,25.42,debt_consolidation,36 months,0,missing,37.2,0.0,0.967114783,0,10.819798284210286
7649341,C,70000,1,1,MORTGAGE,14.41,home_improvement,36 months,0,missing,32.8,0.0,0.892919291,0,11.156264806643742
7649659,D,50000,0,11,MORTGAGE,30.38,debt_consolidation,36 months,0,missing,77.1,0.0,0.579634059,0,10.819798284210286
7338157,A,160000,0,6,MORTGAGE,25.45,debt_consolidation,36 months,0,missing,26.8,0.0,0.599916211,0,11.982935344196433
