id,annual_income,short_employee,emp_length_num,Debt-To-Income Ratio,revol_util,total_rec_late_fee,od_ratio,bad_loan,annual_income_log,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_small_business,purpose_vacation,purpose_wedding,term_36 months,term_60 months,last_delinq_none_0,last_delinq_none_1,last_major_derog_none_0.0,last_major_derog_none_1.0,last_major_derog_none_missing
7635700,100000,0,7,17.58,92.1,0.0,0.270756406,0,11.51293546492023,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7455868,25000,0,10,9.46,20.2,0.0,0.385340156,0,10.12667110305036,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7655601,150000,0,11,7.6,78.8,0.0,0.493911178,0,11.918397239722838,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
7664593,75000,0,11,25.77,58.2,0.0,0.87331908,0,11.225256725762893,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
7655774,75000,0,11,8.91,56.5,0.0,0.523472978,0,11.225256725762893,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7655813,100000,0,11,32.32,67.2,35.14,0.07487691,1,11.51293546492023,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
7655798,100000,0,6,8.59,52.6,0.0,0.371314051,0,11.51293546492023,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7645837,35500,0,8,15.89,82.5,0.0,0.808160482,0,10.477316144080852,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7495227,45000,0,11,26.88,74.3,0.0,0.336314089,0,10.714439990727769,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7565011,60000,0,3,30.56,72.6,0.0,0.119919198,1,11.002116507732017,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
7496164,108000,0,11,20.02,30.2,0.0,0.677515541,0,11.58989576532275,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7635905,33000,0,11,14.98,65.5,0.0,0.936129672,0,10.404293143019792,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7625923,95000,0,6,14.85,71.6,0.0,0.912082813,0,11.461642696843066,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
7655840,65000,0,4,12.83,69.1,0.0,0.558874884,0,11.082157933374816,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7665892,71800,1,0,15.31,59.0,0.0,0.715879047,0,11.181653682515929,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
7615919,83000,0,11,7.28,81.5,0.0,0.038229185,0,11.326607934898927,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7664852,35500,0,3,17.95,49.5,0.0,0.580403032,0,10.477316144080852,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7665921,17651,1,0,16.29,41.7,0.0,0.722816719,0,9.778604370389438,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7665115,38000,0,5,14.78,35.7,0.0,0.63037705,0,10.545367754151743,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7635833,155000,0,4,12.54,69.5,0.0,0.425015059,0,11.951186847493476,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
7626051,32000,0,4,24.15,38.0,0.0,0.860582854,0,10.373522431293592,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7655347,40000,0,10,4.89,69.3,0.0,0.965292587,0,10.596659732783579,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7626123,43000,0,11,12.75,72.2,0.0,0.276333161,0,10.668978650219241,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
7635960,67000,0,7,5.71,54.7,0.0,0.197475134,0,11.112462823634855,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
7646081,74000,0,11,25.91,82.1,0.0,0.002513289,0,11.211833885608513,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
7625681,48000,0,11,26.62,14.7,0.0,0.605310683,0,10.778977123006351,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
7616085,110000,1,1,12.97,60.5,0.0,0.494230174,0,11.608244735642321,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7666025,50000,0,9,11.83,46.5,0.0,0.188649685,0,10.819798284210286,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7342023,65000,0,11,19.62,39.0,0.0,0.490453252,0,11.082157933374816,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7626147,125000,0,6,13.9,65.8,0.0,0.422486621,0,11.736077016252437,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
7656199,85000,0,6,16.38,25.5,0.0,0.244117613,0,11.350418300109132,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
7645997,90000,0,8,16.85,72.4,0.0,0.847365882,0,11.407576060361786,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
7636121,43250,0,9,17.7,90.8,0.0,0.647996355,0,10.674775633480014,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
7635992,59000,0,7,16.13,73.2,0.0,0.597410189,0,10.985309671896763,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
7636168,60000,0,7,19.49,79.8,0.0,0.850403446,0,11.002116507732017,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7646242,90000,0,2,27.95,35.2,0.0,0.522124042,0,11.407576060361786,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7656284,52500,0,2,12.18,40.9,0.0,0.951941113,0,10.868587496017359,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
7626196,220000,0,11,9.72,13.1,0.0,0.435091218,0,12.301387370778713,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7665689,75000,0,5,18.43,73.3,0.0,0.554958801,0,11.225256725762893,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
7666278,56500,0,6,29.88,76.2,0.0,0.847505463,0,10.942013616092948,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7616236,50600,0,9,29.38,88.3,0.0,0.244733936,1,10.831726617926124,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
7646420,91000,0,3,10.18,64.6,0.0,0.877197937,0,11.418625774449596,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7656381,65000,0,8,8.18,54.6,0.0,0.690192784,0,11.082157933374816,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7656175,77800,0,4,25.87,53.2,0.0,0.516203711,0,11.261909563554315,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
7666366,45000,0,5,17.4,36.2,0.0,0.084428153,0,10.714439990727769,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
7389300,60000,0,3,26.3,80.2,0.0,0.533385436,1,11.002116507732017,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
7636241,45000,0,9,10.72,33.8,0.0,0.547662472,0,10.714439990727769,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7438787,65000,1,1,6.98,21.8,0.0,0.421788615,0,11.082157933374816,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7646367,60000,0,10,10.24,70.2,0.0,0.983849905,0,11.002116507732017,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7626310,95000,0,7,13.88,42.2,0.0,0.409883198,0,11.461642696843066,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7666404,63000,0,11,9.96,45.2,0.0,0.843328764,0,11.050905878263567,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7656345,47000,1,1,22.62,49.0,0.0,0.803531976,0,10.757924157061597,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
6996039,55000,0,8,24.92,38.4,0.0,0.803040693,0,10.915106645867503,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7636250,65000,0,11,20.53,13.9,0.0,0.557775291,0,11.082157933374816,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7656412,35256,0,11,25.43,71.3,0.0,0.014339643,1,10.47041937008599,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
7616386,100000,0,8,11.21,59.9,0.0,0.585175506,0,11.51293546492023,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7644584,53000,0,6,12.88,89.0,0.0,0.863809176,0,10.87806606028079,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7636207,114000,0,3,21.39,77.2,0.0,0.430799565,0,11.643962499267984,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7656318,60000,0,7,13.04,63.2,0.0,0.843261247,0,11.002116507732017,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7345291,45000,0,11,29.73,38.8,0.0,0.817570807,0,10.714439990727769,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7574574,75000,0,10,14.08,6.8,0.0,0.178484571,0,11.225256725762893,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
7445297,95000,0,11,17.28,33.0,0.0,0.581957015,0,11.461642696843066,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7616551,50000,1,1,13.25,28.3,0.0,0.112064117,0,10.819798284210286,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
7264899,60000,0,8,21.44,85.8,0.0,0.712965332,0,11.002116507732017,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7636346,77000,0,11,15.48,20.2,0.0,0.774798773,0,11.251573687764477,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7514703,90000,0,8,13.68,70.1,0.0,0.554401454,0,11.407576060361786,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7444725,53551,0,6,10.11,56.0,60.0,0.62176464,1,10.888408423451107,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
7616496,54000,0,8,28.78,46.9,0.0,0.144482418,0,10.896757843893464,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7616457,85000,0,2,22.67,50.8,0.0,0.137311962,0,11.350418300109132,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2904961,44000,0,11,29.4,64.5,0.0,0.983281416,0,10.691967639914864,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
4156756,100000,0,4,15.7,67.9,0.0,0.346253084,0,11.51293546492023,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7636239,62000,0,7,17.55,72.2,0.0,0.82317802,0,11.034905792929415,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7485150,185000,0,3,7.38,34.3,0.0,0.183130806,0,12.128116509451258,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
7625647,60000,0,11,7.02,64.3,0.0,0.903624074,0,11.002116507732017,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7636591,39500,0,11,20.23,63.8,0.0,0.284933571,1,10.584081267024454,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7595007,120000,0,11,7.01,89.8,0.0,0.51714881,0,11.695255355062795,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7616615,47840,0,7,10.51,41.7,0.0,0.358024241,1,10.775638291416081,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7626601,84000,0,7,5.14,99.4,0.0,0.790735309,0,11.338583982516495,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7616556,53000,0,11,12.48,71.1,0.0,0.129423734,0,10.87806606028079,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7666709,74000,0,7,22.9,31.6,0.0,0.128417002,0,11.211833885608513,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7656655,44960,0,6,22.79,66.9,0.0,0.130923541,1,10.713550726313105,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
7666690,170000,0,8,7.58,36.3,0.0,0.421264423,0,12.04355959836804,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7666691,70000,0,11,8.47,69.8,0.0,0.728064057,0,11.156264806643742,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7646630,50000,1,1,11.54,67.1,0.0,0.884025401,0,10.819798284210286,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7635952,135000,0,11,1.63,27.2,0.0,0.107156769,1,11.813037464800539,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7636761,75000,0,5,0.96,4.8,0.0,0.554997088,0,11.225256725762893,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
7494691,54000,0,2,12.02,29.7,0.0,0.118744702,0,10.896757843893464,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7626811,90000,0,5,17.43,64.7,0.0,0.058083054,0,11.407576060361786,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
6625310,60000,0,11,12.92,37.8,0.0,0.292279276,1,11.002116507732017,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
7059696,270000,0,2,14.48,73.2,0.0,0.386957572,0,12.506180941677357,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7636812,100000,0,7,5.47,48.3,0.0,0.354411809,0,11.51293546492023,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7449874,30000,1,0,22.06,53.5,0.0,0.013409407,0,10.308985993422082,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7377201,60000,0,11,21.28,67.0,0.0,0.515103552,0,11.002116507732017,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7636739,90000,0,11,19.4,29.1,0.0,0.873104875,0,11.407576060361786,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7636724,42000,0,8,12.34,23.4,0.0,0.346760544,0,10.645448706505872,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7604578,34800,0,8,15.97,40.6,0.0,0.372268036,0,10.457401400981889,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7626881,70000,0,10,18.94,92.6,0.0,0.482464295,1,11.156264806643742,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7626778,68000,0,7,17.33,46.1,0.0,0.865938942,0,11.127277689932466,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7505865,25000,0,4,10.42,34.8,0.0,0.929411282,0,10.12667110305036,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7626813,70000,1,1,17.74,84.9,0.0,0.358110245,1,11.156264806643742,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7656902,86000,0,4,15.89,78.0,0.0,0.90716681,1,11.362114203075018,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
7666731,95000,0,4,20.3,91.8,0.0,0.367343101,0,11.461642696843066,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7656871,85000,0,11,1.78,28.9,0.0,0.540676366,0,11.350418300109132,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7646829,44000,0,11,20.26,33.6,0.0,0.233426915,0,10.691967639914864,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
7656796,120000,0,10,8.41,23.5,0.0,0.154604754,0,11.695255355062795,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7370428,97850,0,5,10.62,46.2,0.0,0.716330822,0,11.491201192496069,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7071040,85000,0,11,31.96,76.0,0.0,0.290096559,0,11.350418300109132,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7440497,58000,0,11,18.31,67.9,0.0,0.428322442,1,10.968215530759236,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
7616690,80000,0,8,13.59,69.1,0.0,0.354475314,0,11.289794413577894,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
7449723,128875,0,11,13.41,84.7,0.0,0.442543976,0,11.766605980745995,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7626843,155000,0,5,15.01,82.0,0.0,0.557210954,0,11.951186847493476,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
7636947,60000,0,7,10.12,31.2,19.64,0.876048257,0,11.002116507732017,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7636969,150000,0,5,10.67,40.1,0.0,0.013269078,0,11.918397239722838,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7616850,75000,0,9,26.4,64.2,0.0,0.984614144,1,11.225256725762893,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
7627208,52000,0,2,18.14,77.9,0.0,0.403019854,0,10.859018228147887,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7627061,95000,0,11,15.02,18.2,15.43,0.266682849,1,11.461642696843066,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7637079,38400,0,11,18.94,69.9,0.0,0.999148261,0,10.555838779903407,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
7646975,41000,0,6,12.85,74.7,0.0,0.219644106,1,10.62135173563291,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
7647127,55000,0,2,14.66,87.7,0.0,0.259979771,1,10.915106645867503,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
7647125,119000,0,11,14.64,57.0,0.0,0.035600106,1,11.686887175419702,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7657147,32000,0,4,32.4,41.5,0.0,0.335148395,0,10.373522431293592,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7634975,76000,0,6,7.59,43.2,0.0,0.519676159,0,11.23850177707664,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
7647244,161400,0,11,13.74,73.5,0.0,0.237422507,0,11.991647230585656,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
7656540,64000,0,2,24.36,33.8,0.0,0.983793807,0,11.06665398721974,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7637007,58000,0,10,16.66,84.7,0.0,0.66434516,0,10.968215530759236,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7647157,40000,0,7,24.33,60.0,0.0,0.105126202,0,10.596659732783579,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7637216,48000,0,10,10.53,89.4,0.0,0.350647358,0,10.778977123006351,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7667281,175000,0,10,6.44,89.9,0.0,0.505462025,1,12.07254696717504,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
7667064,90000,1,1,20.27,56.6,20.67,0.456885138,1,11.407576060361786,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
7667256,38224,0,11,24.52,52.5,0.0,0.653646932,1,10.551245030797263,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
7667151,65000,0,11,26.49,56.9,0.0,0.82043641,1,11.082157933374816,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
7065841,24000,1,0,31.2,59.5,0.0,0.748540076,0,10.085850775128717,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7346311,49360,0,5,19.53,92.1,0.0,0.510725271,1,10.806915917693338,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7295002,145000,0,7,6.28,84.4,0.0,0.299513395,0,11.884495917930655,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7079353,60000,0,6,17.44,85.0,0.0,0.949954982,0,11.002116507732017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
7627381,49733,0,11,15.61,18.4,0.0,0.453141682,0,10.81444408281958,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7617016,100000,0,11,18.91,23.3,0.0,0.132327091,0,11.51293546492023,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7627440,19881,1,0,12.98,84.1,0.0,0.79365621,1,9.897570078772091,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
7617660,95940,0,11,15.26,75.3,0.0,0.52241988,0,11.471488698182888,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
7617310,76000,0,11,22.06,81.3,0.0,0.587968911,0,11.23850177707664,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7627565,58000,0,5,18.43,55.5,0.0,0.652303037,0,10.968215530759236,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
