id,annual_income,short_employee,emp_length_num,Debt-To-Income Ratio,revol_util,total_rec_late_fee,od_ratio,bad_loan,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_small_business,purpose_vacation,purpose_wedding,term_36 months,term_60 months,last_delinq_none_0,last_delinq_none_1,last_major_derog_none_0.0,last_major_derog_none_1.0,last_major_derog_none_missing,annual_income_log
7370873,56400,0,11,8.57,69.9,14.9969,0.543048003,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,10.94024216782542
7339442,50000,0,2,17.76,81.4,0.0,0.918142595,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,10.819798284210286
7439556,40000,1,1,19.89,53.4,15.0,0.466872525,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,10.596659732783579
7341965,80000,0,4,21.56,32.2,0.0,0.575625917,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,11.289794413577894
7381769,130000,0,8,7.15,99.9,0.0,0.548497617,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,11.775297421715827
7450064,49900,0,11,32.99,49.1,0.0,0.488364082,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,10.817796321618971
7381648,150000,0,11,8.82,38.7,0.0,0.891012491,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,11.918397239722838
7306158,99700,0,9,29.55,2.2,0.0,0.306790386,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,11.5099309859899
6897755,82000,0,11,12.72,27.5,0.0,0.065343818,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,11.314486721293981
7382599,47964,0,6,21.29,67.5,0.0,0.020928269,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,10.778226857252047
7377168,115000,0,6,5.62,13.9,0.0,0.810759023,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,11.652696102959753
6537956,125500,0,11,12.01,37.8,0.0,0.658275856,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,11.74006900564972
7375255,94000,0,2,8.69,46.0,0.0,0.154298704,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,11.451060699493427
7267033,82500,0,2,28.55,62.6,0.0,0.00221043,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,11.320565693461432
7524801,125000,0,4,6.11,4.1,0.0,0.799582985,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,11.736077016252437
7514923,145000,0,11,20.9,59.5,0.0,0.350979007,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,11.884495917930655
7494890,31200,1,1,4.69,54.5,0.0,0.567456602,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,10.348205424565993
7514929,67000,0,11,8.27,50.7,0.0,0.335995018,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,11.112462823634855
7534954,85000,0,7,12.62,71.5,0.0,0.732061248,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,11.350418300109132
7495256,80000,0,11,4.95,70.1,0.0,0.244155481,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,11.289794413577894
7535336,82000,0,6,10.33,18.3,0.0,0.096141332,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,11.314486721293981
6814601,50000,0,5,17.8,41.9,0.0,0.324424122,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,10.819798284210286
7485055,40000,1,1,24.78,30.0,0.0,0.541329837,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,10.596659732783579
7525511,52000,0,11,5.1,93.4,0.0,0.024181375,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,10.859018228147887
7525349,66980,0,6,13.56,79.4,0.0,0.898811654,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,11.112164276066547
7564708,53000,0,6,9.24,9.9,0.0,0.436085657,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,10.87806606028079
7514963,185000,0,11,21.58,36.4,0.0,0.947949375,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,12.128116509451258
7564586,39650,1,0,12.75,81.0,15.0,0.684042278,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,10.587871447425917
7505814,130000,0,11,13.83,76.0,0.0,0.591236513,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,11.775297421715827
6894935,56400,0,4,10.53,12.4,0.0,0.230827246,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,10.94024216782542
7585004,140000,0,11,12.81,61.8,0.0,0.453786367,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,11.849404844423074
6919891,120000,0,6,14.78,45.7,0.0,0.486355365,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,11.695255355062795
7389032,77000,0,4,30.98,62.5,0.0,0.888570683,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,11.251573687764477
7625119,60000,1,1,17.04,79.7,0.0,0.076171135,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,11.002116507732017
7615269,105000,0,8,7.75,55.1,0.0,0.495197636,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,11.561725152903833
7645376,65000,0,3,9.01,33.8,0.0,0.496564838,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,11.082157933374816
7655199,78000,0,3,1.69,1.6,0.0,0.621345034,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,11.264476926102367
7645453,45000,0,10,12.64,32.7,0.0,0.728974692,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,10.714439990727769
7449964,70000,0,4,29.55,37.1,0.0,0.644194087,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,11.156264806643742
7665534,120000,0,6,10.4,60.7,0.0,0.381266193,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,11.695255355062795
7052021,56000,0,11,28.67,3.6,0.0,0.564404081,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,10.933124826700707
7655541,54528,0,8,23.59,6.3,0.0,0.033681295,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,10.906487949222704
7665587,57000,1,1,10.34,95.9,0.0,0.573212901,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,10.950824090522445
7655601,150000,0,11,7.6,78.8,0.0,0.493911178,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,11.918397239722838
7626123,43000,0,11,12.75,72.2,0.0,0.276333161,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,10.668978650219241
7656199,85000,0,6,16.38,25.5,0.0,0.244117613,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,11.350418300109132
7636121,43250,0,9,17.7,90.8,0.0,0.647996355,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,10.674775633480014
7635992,59000,0,7,16.13,73.2,0.0,0.597410189,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,10.985309671896763
7656284,52500,0,2,12.18,40.9,0.0,0.951941113,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,10.868587496017359
7485150,185000,0,3,7.38,34.3,0.0,0.183130806,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,12.128116509451258
7636761,75000,0,5,0.96,4.8,0.0,0.554997088,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,11.225256725762893
7646829,44000,0,11,20.26,33.6,0.0,0.233426915,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,10.691967639914864
7626843,155000,0,5,15.01,82.0,0.0,0.557210954,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,11.951186847493476
7636947,60000,0,7,10.12,31.2,19.64,0.876048257,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,11.002116507732017
7647244,161400,0,11,13.74,73.5,0.0,0.237422507,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,11.991647230585656
7617332,75000,0,11,24.43,26.8,0.0,0.840109042,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,11.225256725762893
7627655,16391,0,6,18.08,38.7,0.0,0.745796626,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,9.704548689918736
7627597,65000,0,11,22.54,79.0,0.0,0.504534357,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,11.082157933374816
7667439,70000,0,6,19.1,61.7,0.0,0.029990983,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,11.156264806643742
7667444,85000,0,7,9.94,74.5,0.0,0.44406951,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,11.350418300109132
7637439,96000,0,10,11.04,87.7,0.0,0.169583559,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,11.472113887062386
7628089,70000,0,3,19.16,74.7,0.0,0.742138492,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,11.156264806643742
7637833,44491,0,7,20.31,55.8,0.0,0.518123861,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,10.70306467671192
7647855,95000,0,5,21.98,29.8,0.0,0.538230663,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,11.461642696843066
7657926,35676,1,0,13.15,55.3,0.0,0.94945033,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,10.482261502441474
7628294,140000,1,1,8.16,41.9,0.0,0.317640016,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,11.849404844423074
7657060,70000,0,2,16.87,64.9,0.0,0.813934843,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,11.156264806643742
7667222,124000,0,11,17.88,59.4,0.0,0.197662663,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,11.728044909070785
7648534,100000,0,11,17.87,45.5,0.0,0.319310946,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,11.51293546492023
7638535,75000,0,6,4.7,31.3,0.0,0.649682217,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,11.225256725762893
7668441,60800,0,4,8.34,25.2,0.0,0.203980354,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,11.015361515187424
7617122,62292,0,11,26.26,6.5,0.0,0.934018498,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,11.039604338912175
7648958,67000,1,1,12.82,64.6,0.0,0.859853897,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,11.112462823634855
7645309,275000,0,9,3.25,0.9,0.0,0.007733247,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,12.524530013005734
7638825,26000,0,5,22.38,37.2,15.0,0.932946024,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,10.165890277802454
7658134,68000,0,11,17.51,42.5,0.0,0.112761388,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,11.127277689932466
7053473,58400,0,3,20.67,54.7,0.0,0.96906505,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,10.975088291957388
6826269,65000,0,11,15.03,42.0,0.0,0.728602412,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,11.082157933374816
7629720,225000,0,11,14.08,14.7,0.0,0.407246969,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,12.323860125621126
7629876,138000,0,9,16.05,74.9,0.0,0.156467782,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,11.835016210489899
7649995,35000,1,1,23.11,35.0,16.58,0.604818166,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,10.463131911491967
7659739,35000,0,7,22.66,69.3,0.0,0.856455852,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,10.463131911491967
7639833,49500,0,4,4.93,10.5,0.0,0.646177048,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,10.809748150372926
7650105,92000,0,11,10.15,29.3,0.0,0.578965449,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,11.429554725537322
7619079,36000,0,9,12.3,44.0,0.0,0.048783258,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,10.491301994830229
7704651,72000,0,11,15.47,66.9,0.0,0.755991763,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,11.184435286790631
7627891,105211,0,9,15.51,78.8,0.0,0.382849536,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,11.5637326412215
7667614,78500,0,11,19.68,61.1,0.0,0.144096283,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,11.270866642542865
7705469,75000,0,11,24.83,89.5,0.0,0.371957681,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,11.225256725762893
7648056,120000,0,11,13.89,44.6,39.28,0.850554826,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,11.695255355062795
7705699,40560,0,3,15.62,15.8,0.0,0.441922314,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,10.610562292793487
7504809,35000,0,3,10.56,83.6,0.0,0.699744205,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,10.463131911491967
7675859,85514,0,4,5.42,9.4,0.0,0.719986113,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,11.356447078133792
7716246,110000,0,11,21.52,65.6,0.0,0.561828086,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,11.608244735642321
7615169,81000,0,8,3.76,51.9,0.0,0.848547207,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,11.302216779257382
7614869,85000,0,11,15.16,36.8,0.0,0.958956609,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,11.350418300109132
7706550,55000,0,11,14.88,18.5,0.0,0.721347878,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,10.915106645867503
7686973,34000,0,11,12.81,10.5,0.0,0.581455562,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,10.434145214930487
7684950,83000,0,11,21.66,24.8,0.0,0.739519343,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,11.326607934898927
7697401,50000,0,11,13.27,9.5,0.0,0.770556425,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,10.819798284210286
7687415,67000,0,11,24.73,44.1,0.0,0.363937941,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,11.112462823634855
7687393,70000,0,2,7.37,77.8,0.0,0.306587283,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,11.156264806643742
7687630,90000,0,11,10.92,18.7,0.0,0.884247806,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,11.407576060361786
7368300,65000,0,11,34.45,78.0,0.0,0.783913563,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,11.082157933374816
7678090,150000,0,9,7.7,27.5,0.0,0.771408174,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,11.918397239722838
7718039,91000,0,11,31.85,70.6,0.0,0.979137251,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,11.418625774449596
7727292,33000,0,3,5.08,42.8,0.0,0.162881551,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,10.404293143019792
5205054,78000,0,9,8.12,26.6,0.0,0.68290921,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,11.264476926102367
7708528,60000,0,6,22.08,87.7,0.0,0.916452241,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,11.002116507732017
7698538,130000,0,6,13.41,40.9,0.0,0.178878318,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,11.775297421715827
7708603,52170,1,1,3.62,45.7,0.0,0.833962778,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,10.862282063937007
7698728,55000,0,11,17.63,53.9,0.0,0.470158439,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,10.915106645867503
7698792,80000,0,2,24.59,46.8,0.0,0.015750084,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,11.289794413577894
7688957,65000,0,8,16.32,92.6,0.0,0.182867731,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,11.082157933374816
6916652,108000,0,11,30.5,82.7,0.0,0.457374884,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,11.58989576532275
7085882,104000,0,2,17.0,70.8,0.0,0.070371145,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,11.552155793461898
7699045,73000,0,2,13.12,32.9,0.0,0.067248117,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,11.19822841866684
7089902,50000,0,11,2.66,46.3,0.0,0.593736698,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,10.819798284210286
7624896,70000,0,11,17.57,28.2,0.0,0.123708293,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,11.156264806643742
7699173,58000,0,9,26.69,97.5,0.0,0.702067738,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,10.968215530759236
7689287,112711,0,11,15.25,92.8,0.0,0.814834403,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,11.632591171733113
7699529,115000,0,2,11.53,62.1,0.0,0.165841974,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,11.652696102959753
7719225,45345,1,0,15.51,65.2,0.0,0.67210462,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,10.722077248786588
7689855,44354,0,11,14.96,6.0,0.0,0.530127616,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,10.699980720954688
7690145,29000,1,0,5.34,28.5,0.0,0.530744352,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,10.275085591132715
7699954,102000,0,5,21.78,56.3,0.0,0.114918761,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,11.532737896139919
7700006,60000,1,1,25.98,93.0,17.3893,0.250187747,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,11.002116507732017
7729197,65000,0,6,19.11,59.9,0.0,0.758151487,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,11.082157933374816
7700359,150000,0,11,12.98,75.4,0.0,0.593544926,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,11.918397239722838
7700526,117000,0,3,21.81,76.1,34.32,0.163428583,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,11.669937760751914
7720560,71000,0,11,28.63,74.8,0.0,0.551419081,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,11.170449240431308
7679860,64000,0,2,21.36,23.0,0.0,0.307896179,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,11.06665398721974
7710852,40000,0,11,8.31,69.1,0.0,0.446627813,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,10.596659732783579
7700624,40000,0,6,23.64,69.6,0.0,0.323654362,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,10.596659732783579
7710974,50000,0,11,26.59,88.3,0.0,0.935116371,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,10.819798284210286
7605220,50000,0,4,27.1,67.2,0.0,0.990246029,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,10.819798284210286
7729977,56000,0,8,19.89,87.4,0.0,0.387298234,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,10.933124826700707
7701053,118500,0,11,10.33,75.0,0.0,0.024675926,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,11.682676678340282
7695732,73428,0,8,11.72,10.9,0.0,0.543984281,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,11.204074231940831
7637463,67000,0,3,20.73,58.3,0.0,0.609869669,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,11.112462823634855
7721304,118000,0,8,10.09,0.2,0.0,0.188990613,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,11.678448377988165
